Date,Direction,Coin,Futures,Transaction amount,Average Price,Trading volume,Realized P/L,NetProfits,Fee
2025-11-21 18:03:30,Close short,USDT,SOLUSDT,0.2,129.15,25.83,-0.161,-0.176498,-0.015498
2025-11-21 17:58:27,Close long,USDT,AAVEUSDT,0.1,157.31,15.731,0.41,0.4005614,-0.0094386
2025-11-21 17:58:22,Open short,USDT,SOLUSDT,0.2,128.345,25.669,0,0,-0.0051338
2025-11-21 17:52:39,Open short,USDT,BTCUSDT,0.0001,84331.4,8.43314,0,0,-0.001686628
2025-11-21 17:46:28,Close long,USDT,ADAUSDT,77,0.4016,30.9232,-0.2156,-0.23415392,-0.01855392
2025-11-21 17:38:06,Open long,USDT,ADAUSDT,77,0.4044,31.1388,0,0,-0.01868328
2025-11-21 17:22:14,Open long,USDT,AAVEUSDT,0.1,153.21,15.321,0,0,-0.0030642
2025-11-21 17:05:10,Close long,USDT,ADAUSDT,72,0.398,28.656,-0.2232,-0.2403936,-0.0171936
2025-11-21 16:03:05,Close short,USDT,SOLUSDT,0.3,127.871,38.3613,0.4338,0.41078322,-0.02301678
2025-11-21 15:47:46,Close short,USDT,BTCUSDT,0.0001,84229,8.4229,0.07312,0.06806626,-0.00505374
2025-11-21 15:42:05,Open short,USDT,SOLUSDT,0.3,129.317,38.7951,0,0,-0.00775902
2025-11-21 15:36:57,Open short,USDT,BTCUSDT,0.0001,84960.2,8.49602,0,0,-0.001699204
2025-11-21 15:16:11,Close short,USDT,SOLUSDT,0.3,126.33,37.899,0.4875,0.4647606,-0.0227394
2025-11-21 14:17:52,Open short,USDT,SOLUSDT,0.3,127.955,38.3865,0,0,-0.0076773
2025-11-21 13:45:06,Close long,USDT,BTCUSDT,0.0001,83146.4,8.31464,0.11474,0.109751216,-0.004988784
2025-11-21 13:38:14,Open long,USDT,ADAUSDT,72,0.4011,28.8792,0,0,-0.00577584
2025-11-21 13:37:08,Open long,USDT,BTCUSDT,0.0001,81999,8.1999,0,0,-0.00163998
2025-11-21 13:30:27,Close long,USDT,SOLUSDT,0.3,123.532,37.0596,0.4707,0.44846424,-0.02223576
2025-11-21 13:24:22,Open long,USDT,SOLUSDT,0.3,121.963,36.5889,0,0,-0.00731778
2025-11-21 12:38:23,Close long,USDT,ADAUSDT,80,0.4028,32.224,-0.256,-0.2753344,-0.0193344
2025-11-21 12:15:18,Open long,USDT,ADAUSDT,80,0.406,32.48,0,0,-0.006496
2025-11-21 12:00:32,Close long,USDT,ADAUSDT,81,0.4018,32.5458,-0.243,-0.26252748,-0.01952748
2025-11-21 11:31:47,Open long,USDT,ADAUSDT,81,0.4048,32.7888,0,0,-0.00655776
2025-11-21 11:16:05,Close long,USDT,ADAUSDT,82,0.4019,32.9558,-0.246,-0.26577348,-0.01977348
2025-11-21 11:10:15,Open long,USDT,ADAUSDT,82,0.4049,33.2018,0,0,-0.00664036
2025-11-21 10:52:27,Close long,USDT,ADAUSDT,83,0.4024,33.3992,-0.249,-0.26903952,-0.02003952
2025-11-21 10:48:03,Open long,USDT,ADAUSDT,83,0.4054,33.6482,0,0,-0.00672964
2025-11-21 10:40:13,Close long,USDT,ADAUSDT,82,0.404,33.128,-0.246,-0.2658768,-0.0198768
2025-11-21 10:28:58,Close long,USDT,BTCUSDT,0.0001,83036,8.3036,-0.07769,-0.08267216,-0.00498216
2025-11-21 09:06:10,Close long,USDT,SOLUSDT,0.3,128.473,38.5419,0.5109,0.48777486,-0.02312514
2025-11-21 09:03:16,Open long,USDT,BTCUSDT,0.0001,83812.9,8.38129,0,0,-0.001676258
2025-11-21 08:48:27,Open long,USDT,ADAUSDT,82,0.407,33.374,0,0,-0.0066748
2025-11-21 08:48:21,Open long,USDT,SOLUSDT,0.3,126.77,38.031,0,0,-0.0076062
2025-11-21 08:33:54,Close long,USDT,ADAUSDT,32,0.4062,12.9984,-0.0864,-0.09419904,-0.00779904
2025-11-21 08:33:54,Close long,USDT,ADAUSDT,49,0.4062,19.9038,-0.1323,-0.14424228,-0.01194228
2025-11-21 08:33:49,Close long,USDT,SOLUSDT,0.3,126.271,37.8813,-0.3021,-0.32482878,-0.02272878
2025-11-21 08:33:47,Open long,USDT,ADAUSDT,81,0.4089,33.1209,0,0,-0.01987254
2025-11-21 08:33:27,Open long,USDT,SOLUSDT,0.3,127.278,38.1834,0,0,-0.00763668
2025-11-21 08:33:26,Close long,USDT,BTCUSDT,0.0001,84178.5,8.41785,-0.09885,-0.10390071,-0.00505071
2025-11-21 08:20:59,Open long,USDT,BTCUSDT,0.0001,85167,8.5167,0,0,-0.00170334
2025-11-21 06:54:18,Close long,USDT,ADAUSDT,51,0.4227,21.5577,-0.1581,-0.17103462,-0.01293462
2025-11-21 06:54:18,Close long,USDT,ADAUSDT,15,0.4227,6.3405,-0.0465,-0.0503043,-0.0038043
2025-11-21 06:54:18,Close long,USDT,ADAUSDT,6,0.4227,2.5362,-0.0186,-0.02012172,-0.00152172
2025-11-21 06:54:18,Close long,USDT,ADAUSDT,9,0.4227,3.8043,-0.0279,-0.03018258,-0.00228258
2025-11-21 06:16:20,Open long,USDT,ADAUSDT,81,0.4258,34.4898,0,0,-0.00689796
2025-11-21 06:07:54,Close long,USDT,ADAUSDT,2,0.422,0.844,-0.008,-0.0085064,-0.0005064
2025-11-21 06:07:54,Close long,USDT,ADAUSDT,78,0.4221,32.9238,-0.3042,-0.32395428,-0.01975428
2025-11-21 05:47:20,Open long,USDT,ADAUSDT,80,0.426,34.08,0,0,-0.020448
2025-11-21 05:40:31,Close long,USDT,ADAUSDT,81,0.4237,34.3197,-0.243,-0.26359182,-0.02059182
2025-11-21 03:58:21,Open long,USDT,ADAUSDT,81,0.4267,34.5627,0,0,-0.02073762
2025-11-21 03:52:45,Close long,USDT,BTCUSDT,0.0001,85633.2,8.56332,-0.08248,-0.087617992,-0.005137992
2025-11-21 03:12:45,Open long,USDT,BTCUSDT,0.0001,86458,8.6458,0,0,-0.00172916
2025-11-21 00:36:26,Close long,USDT,BTCUSDT,0.0001,86925.7,8.69257,-0.08426,-0.089475542,-0.005215542
2025-11-21 00:21:05,Close long,USDT,ADAUSDT,82,0.4363,35.7766,-0.2542,-0.27566596,-0.02146596
2025-11-20 23:35:42,Open long,USDT,BTCUSDT,0.0001,87768.3,8.77683,0,0,-0.001755366
2025-11-20 22:25:59,Open long,USDT,ADAUSDT,25,0.4394,10.985,0,0,-0.002197
2025-11-20 22:25:57,Open long,USDT,ADAUSDT,57,0.4394,25.0458,0,0,-0.00500916
2025-11-20 18:38:14,Close long,USDT,SOLUSDT,0.3,132.805,39.8415,0.4764,0.4524951,-0.0239049
2025-11-20 18:11:50,Open long,USDT,SOLUSDT,0.3,131.217,39.3651,0,0,-0.00787302
2025-11-20 18:05:20,Close long,USDT,ADAUSDT,81,0.4369,35.3889,-0.2187,-0.23993334,-0.02123334
2025-11-20 18:00:22,Open long,USDT,ADAUSDT,81,0.4396,35.6076,0,0,-0.02136456
2025-11-20 17:58:23,Close long,USDT,ADAUSDT,82,0.4369,35.8258,-0.2624,-0.28389548,-0.02149548
2025-11-20 17:48:34,Open long,USDT,ADAUSDT,51,0.4401,22.4451,0,0,-0.00448902
2025-11-20 17:48:34,Open long,USDT,ADAUSDT,31,0.4401,13.6431,0,0,-0.00272862
2025-11-20 17:45:07,Close long,USDT,ADAUSDT,84,0.4384,36.8256,-0.2604,-0.28249536,-0.02209536
2025-11-20 17:42:02,Close long,USDT,SOLUSDT,0.3,132.071,39.6213,-0.2316,-0.25537278,-0.02377278
2025-11-20 17:35:24,Open long,USDT,ADAUSDT,84,0.4415,37.086,0,0,-0.0222516
2025-11-20 17:32:11,Open long,USDT,SOLUSDT,0.3,132.843,39.8529,0,0,-0.00797058
2025-11-20 17:17:18,Close long,USDT,ADAUSDT,86,0.4419,38.0034,-0.301,-0.32380204,-0.02280204
2025-11-20 17:14:20,Close long,USDT,AAVEUSDT,0.1,169.02,16.902,-0.2405,-0.2506412,-0.0101412
2025-11-20 17:12:33,Open long,USDT,ADAUSDT,86,0.4454,38.3044,0,0,-0.02298264
2025-11-20 17:11:20,Close long,USDT,BTCUSDT,0.0001,88760,8.876,-0.08338,-0.0887056,-0.0053256
2025-11-20 17:10:19,Close long,USDT,SOLUSDT,0.3,135.514,40.6542,-0.2697,-0.29409252,-0.02439252
2025-11-20 17:07:38,Open long,USDT,SOLUSDT,0.3,136.413,40.9239,0,0,-0.00818478
2025-11-20 17:07:33,Close long,USDT,AAVEUSDT,0.1,170.44,17.044,-0.0985,-0.1087264,-0.0102264
2025-11-20 17:07:13,Open long,USDT,AAVEUSDT,0.1,170.74,17.074,0,0,-0.0034148
2025-11-20 17:03:41,Open long,USDT,AAVEUSDT,0.1,172.11,17.211,0,0,-0.0034422
2025-11-20 17:03:39,Open long,USDT,BTCUSDT,0.0001,89593.8,8.95938,0,0,-0.001791876
2025-11-20 16:59:29,Close long,USDT,BTCUSDT,0.0001,89839,8.9839,-0.08425,-0.08964034,-0.00539034
2025-11-20 15:09:00,Open long,USDT,BTCUSDT,0.0001,90681.5,9.06815,0,0,-0.00181363
2025-11-20 10:21:38,Close short,USDT,BTCUSDT,0.0001,91885.1,9.18851,0.10685,0.101336894,-0.005513106
2025-11-20 06:04:54,Open short,USDT,BTCUSDT,0.0001,92953.6,9.29536,0,0,-0.001859072
2025-11-20 05:59:24,Close short,USDT,BTCUSDT,0.0001,92906.1,9.29061,-0.08548,-0.091054366,-0.005574366
2025-11-20 03:06:26,Close short,USDT,SOLUSDT,0.2,142.994,28.5988,-0.211,-0.22815928,-0.01715928
2025-11-20 03:05:22,Open short,USDT,SOLUSDT,0.2,141.939,28.3878,0,0,-0.00567756
2025-11-20 03:05:15,Close long,USDT,ADAUSDT,79,0.4685,37.0115,1.7222,1.6999931,-0.0222069
2025-11-20 02:06:11,Open short,USDT,BTCUSDT,0.0001,92051.3,9.20513,0,0,-0.001841026
2025-11-20 01:35:30,Close short,USDT,BTCUSDT,0.0001,92164.2,9.21642,-0.08368,-0.089209852,-0.005529852
2025-11-20 00:09:46,Open short,USDT,BTCUSDT,0.0001,91327.4,9.13274,0,0,-0.001826548
2025-11-19 23:01:20,Close short,USDT,SOLUSDT,0.3,134.739,40.4217,0.2583,0.23404698,-0.02425302
2025-11-19 22:22:28,Open short,USDT,SOLUSDT,0.3,135.6,40.68,0,0,-0.008136
2025-11-19 22:05:41,Close long,USDT,BTCUSDT,0.0001,89831.1,8.98311,0.05533,0.049940134,-0.005389866
2025-11-19 21:38:28,Open long,USDT,ADAUSDT,79,0.4467,35.2893,0,0,-0.00705786
2025-11-19 19:16:26,Close long,USDT,ADAUSDT,66,0.4435,29.271,-0.2244,-0.2419626,-0.0175626
2025-11-19 19:16:26,Close long,USDT,ADAUSDT,14,0.4435,6.209,-0.0476,-0.0513254,-0.0037254
2025-11-19 18:53:02,Open long,USDT,ADAUSDT,80,0.4469,35.752,0,0,-0.0071504
2025-11-19 18:34:35,Close long,USDT,ADAUSDT,16,0.4432,7.0912,-0.0528,-0.05705472,-0.00425472
2025-11-19 18:34:35,Close long,USDT,ADAUSDT,67,0.4432,29.6944,-0.2211,-0.23891664,-0.01781664
2025-11-19 18:33:23,Open long,USDT,BTCUSDT,0.0001,89277.8,8.92778,0,0,-0.001785556
2025-11-19 18:29:13,Open long,USDT,ADAUSDT,83,0.4465,37.0595,0,0,-0.0074119
2025-11-19 18:13:02,Close long,USDT,BTCUSDT,0.0001,89364.4,8.93644,-0.08229,-0.087651864,-0.005361864
2025-11-19 18:05:15,Close long,USDT,ADAUSDT,82,0.4454,36.5228,-0.287,-0.30891368,-0.02191368
2025-11-19 17:55:33,Open long,USDT,ADAUSDT,82,0.4489,36.8098,0,0,-0.00736196
2025-11-19 16:52:07,Open long,USDT,BTCUSDT,0.0001,90187.3,9.01873,0,0,-0.001803746
2025-11-19 16:50:38,Close long,USDT,AAVEUSDT,0.1,168.69,16.869,-0.036,-0.0461214,-0.0101214
2025-11-19 16:45:25,Open long,USDT,AAVEUSDT,0.1,169.05,16.905,0,0,-0.003381
2025-11-19 16:31:31,Close long,USDT,AAVEUSDT,0.1,170.11,17.011,-0.181,-0.1912066,-0.0102066
2025-11-19 16:23:04,Open long,USDT,AAVEUSDT,0.1,171.92,17.192,0,0,-0.0034384
2025-11-19 15:44:39,Close long,USDT,AAVEUSDT,0.1,173.43,17.343,0.208,0.1975942,-0.0104058
2025-11-19 15:25:01,Open long,USDT,AAVEUSDT,0.1,171.35,17.135,0,0,-0.003427
2025-11-19 13:50:58,Close long,USDT,BTCUSDT,0.0001,91629.4,9.16294,0.10003,0.094532236,-0.005497764
2025-11-19 07:16:19,Open long,USDT,BTCUSDT,0.0001,90629.1,9.06291,0,0,-0.001812582
2025-11-19 06:47:35,Close long,USDT,BTCUSDT,0.0001,90060.6,9.00606,-0.08404,-0.089443636,-0.005403636
2025-11-19 06:08:11,Open long,USDT,BTCUSDT,0.0001,90901,9.0901,0,0,-0.00181802
2025-11-18 22:34:14,Close short,USDT,BTCUSDT,0.0001,92582,9.2582,0.08969,0.08413508,-0.00555492
2025-11-18 17:50:56,Open short,USDT,BTCUSDT,0.0001,93478.9,9.34789,0,0,-0.001869578
2025-11-18 17:18:39,Close short,USDT,BTCUSDT,0.0001,93448.7,9.34487,-0.08479,-0.090396922,-0.005606922
2025-11-18 16:20:26,Close short,USDT,AAVEUSDT,0.1,175.85,17.585,-0.165,-0.175551,-0.010551
2025-11-18 16:20:23,Open short,USDT,BTCUSDT,0.0001,92600.8,9.26008,0,0,-0.001852016
2025-11-18 15:32:33,Open short,USDT,AAVEUSDT,0.1,174.2,17.42,0,0,-0.003484
2025-11-18 09:17:21,Close long,USDT,BTCUSDT,0.0001,90949.9,9.09499,0.09188,0.086423006,-0.005456994
2025-11-18 07:01:05,Close short,USDT,SOLUSDT,0.3,135.503,40.6509,0.1614,0.13700946,-0.02439054
2025-11-18 06:39:06,Open long,USDT,BTCUSDT,0.0001,90031.1,9.00311,0,0,-0.001800622
2025-11-18 05:58:56,Open short,USDT,SOLUSDT,0.3,136.041,40.8123,0,0,-0.00816246
2025-11-18 05:47:36,Close long,USDT,AAVEUSDT,0.1,167.06,16.706,-0.179,-0.1890236,-0.0100236
2025-11-18 05:45:58,Close long,USDT,BTCUSDT,0.0001,89783.6,8.97836,-0.08571,-0.091097016,-0.005387016
2025-11-18 05:09:07,Open long,USDT,AAVEUSDT,0.1,168.85,16.885,0,0,-0.003377
2025-11-18 04:42:08,Open long,USDT,BTCUSDT,0.0001,90640.7,9.06407,0,0,-0.001812814
2025-11-18 04:40:11,Close long,USDT,AAVEUSDT,0.1,170.48,17.048,0.245,0.2347712,-0.0102288
2025-11-18 04:19:53,Open long,USDT,AAVEUSDT,0.1,168.03,16.803,0,0,-0.0033606
2025-11-18 04:04:20,Close long,USDT,BTCUSDT,0.0001,90357.3,9.03573,-0.08306,-0.088481438,-0.005421438
2025-11-18 04:00:53,Close long,USDT,AAVEUSDT,0.1,167.07,16.707,-0.189,-0.1990242,-0.0100242
2025-11-18 03:37:23,Open long,USDT,AAVEUSDT,0.1,168.96,16.896,0,0,-0.0033792
2025-11-18 03:37:03,Open long,USDT,BTCUSDT,0.0001,91187.9,9.11879,0,0,-0.001823758
2025-11-18 03:17:44,Close long,USDT,BTCUSDT,0.0001,90824,9.0824,-0.08686,-0.09230944,-0.00544944
2025-11-18 03:16:56,Close long,USDT,AAVEUSDT,0.1,166.64,16.664,-0.178,-0.1879984,-0.0099984
2025-11-18 02:00:49,Open long,USDT,AAVEUSDT,0.1,168.42,16.842,0,0,-0.0033684
2025-11-18 01:32:22,Close long,USDT,AAVEUSDT,0.1,166.8,16.68,-0.17,-0.180008,-0.010008
2025-11-18 01:18:29,Close long,USDT,ADAUSDT,25,0.4622,11.555,-0.085,-0.091933,-0.006933
2025-11-18 01:18:29,Close long,USDT,ADAUSDT,45,0.4622,20.799,-0.153,-0.1654794,-0.0124794
2025-11-18 01:18:29,Close long,USDT,ADAUSDT,6,0.4622,2.7732,-0.0204,-0.02206392,-0.00166392
2025-11-18 00:53:58,Open long,USDT,ADAUSDT,76,0.4656,35.3856,0,0,-0.00707712
2025-11-17 23:19:03,Open long,USDT,AAVEUSDT,0.1,168.5,16.85,0,0,-0.00337
2025-11-17 22:37:11,Close long,USDT,AAVEUSDT,0.1,165.84,16.584,-0.171,-0.1809504,-0.0099504
2025-11-17 21:51:25,Open long,USDT,AAVEUSDT,0.1,167.55,16.755,0,0,-0.003351
2025-11-17 21:32:59,Close long,USDT,AAVEUSDT,0.1,165.77,16.577,-0.167,-0.1769462,-0.0099462
2025-11-17 21:26:34,Open long,USDT,AAVEUSDT,0.1,167.44,16.744,0,0,-0.0033488
2025-11-17 21:06:06,Open long,USDT,BTCUSDT,0.0001,91692.6,9.16926,0,0,-0.001833852
2025-11-17 20:45:24,Close long,USDT,ADAUSDT,80,0.4626,37.008,-0.272,-0.2942048,-0.0222048
2025-11-17 20:35:37,Open long,USDT,ADAUSDT,80,0.466,37.28,0,0,-0.007456
2025-11-17 20:32:33,Close long,USDT,AAVEUSDT,0.1,166.56,16.656,-0.172,-0.1819936,-0.0099936
2025-11-17 20:25:50,Close long,USDT,ADAUSDT,85,0.4629,39.3465,-0.2975,-0.3211079,-0.0236079
2025-11-17 20:25:35,Close long,USDT,BTCUSDT,0.0001,92113.4,9.21134,-0.08508,-0.090606804,-0.005526804
2025-11-17 19:32:03,Open long,USDT,ADAUSDT,85,0.4664,39.644,0,0,-0.0079288
2025-11-17 19:32:03,Open long,USDT,AAVEUSDT,0.1,168.28,16.828,0,0,-0.0033656
2025-11-17 19:22:48,Close long,USDT,ADAUSDT,86,0.466,40.076,-0.2924,-0.3164456,-0.0240456
2025-11-17 19:22:45,Close long,USDT,AAVEUSDT,0.1,168.64,16.864,-0.171,-0.1811184,-0.0101184
2025-11-17 19:07:36,Open long,USDT,BTCUSDT,0.0001,92964.2,9.29642,0,0,-0.001859284
2025-11-17 19:03:20,Open long,USDT,AAVEUSDT,0.1,170.35,17.035,0,0,-0.003407
2025-11-17 18:43:04,Close long,USDT,BTCUSDT,0.0001,92973.5,9.29735,-0.08833,-0.09390841,-0.00557841
2025-11-17 17:51:07,Close long,USDT,AAVEUSDT,0.1,175.36,17.536,0.254,0.2434784,-0.0105216
2025-11-17 17:15:50,Close long,USDT,SOLUSDT,0.3,133.867,40.1601,-0.3312,-0.35529606,-0.02409606
2025-11-17 17:15:06,Open long,USDT,SOLUSDT,0.3,134.971,40.4913,0,0,-0.00809826
2025-11-17 17:06:26,Open long,USDT,ADAUSDT,86,0.4694,40.3684,0,0,-0.00807368
2025-11-17 17:02:30,Open long,USDT,AAVEUSDT,0.1,172.82,17.282,0,0,-0.0034564
2025-11-17 16:19:29,Open long,USDT,BTCUSDT,0.0001,93856.8,9.38568,0,0,-0.001877136
2025-11-17 15:57:45,Close short,USDT,AAVEUSDT,0.1,176.74,17.674,0.289,0.2783956,-0.0106044
2025-11-17 15:46:19,Open short,USDT,AAVEUSDT,0.1,179.63,17.963,0,0,-0.0107778
2025-11-17 15:36:02,Close long,USDT,BTCUSDT,0.0001,95012.4,9.50124,0.10869,0.102989256,-0.005700744
2025-11-17 15:32:13,Close long,USDT,SOLUSDT,0.3,138.281,41.4843,0.2142,0.18930942,-0.02489058
2025-11-17 15:17:40,Close long,USDT,AAVEUSDT,0.1,175.18,17.518,0.246,0.2354892,-0.0105108
2025-11-17 14:53:41,Open long,USDT,SOLUSDT,0.3,137.567,41.2701,0,0,-0.00825402
2025-11-17 14:52:19,Open long,USDT,AAVEUSDT,0.1,172.72,17.272,0,0,-0.0034544
2025-11-17 14:42:17,Open long,USDT,BTCUSDT,0.0001,93925.5,9.39255,0,0,-0.00187851
2025-11-17 14:00:13,Close short,USDT,AAVEUSDT,0.1,181.36,18.136,-0.139,-0.1498816,-0.0108816
2025-11-17 12:34:36,Open short,USDT,AAVEUSDT,0.1,179.97,17.997,0,0,-0.0035994
2025-11-17 10:18:45,Close short,USDT,AAVEUSDT,0.1,179.67,17.967,-0.177,-0.1877802,-0.0107802
2025-11-17 08:35:01,Open short,USDT,AAVEUSDT,0.1,177.9,17.79,0,0,-0.003558
2025-11-17 08:16:46,Close long,USDT,ADAUSDT,80,0.4968,39.744,1.384,1.3601536,-0.0238464
2025-11-17 01:06:41,Close long,USDT,BTCUSDT,0.0001,94348.7,9.43487,0.10769,0.102029078,-0.005660922
2025-11-17 00:15:11,Open long,USDT,ADAUSDT,80,0.4795,38.36,0,0,-0.023016
2025-11-17 00:02:56,Close long,USDT,ADAUSDT,75,0.475,35.625,-0.2625,-0.283875,-0.021375
2025-11-17 00:02:56,Close long,USDT,AAVEUSDT,0.1,169.19,16.919,-0.181,-0.1911514,-0.0101514
2025-11-17 00:02:46,Open long,USDT,BTCUSDT,0.0001,93271.8,9.32718,0,0,-0.001865436
2025-11-16 23:53:21,Close long,USDT,BTCUSDT,0.0001,94334.9,9.43349,0.1252,0.119539906,-0.005660094
2025-11-16 23:47:48,Open long,USDT,ADAUSDT,75,0.4785,35.8875,0,0,-0.0071775
2025-11-16 23:44:54,Close long,USDT,ADAUSDT,81,0.4761,38.5641,-0.2754,-0.29853846,-0.02313846
2025-11-16 23:16:13,Open long,USDT,ADAUSDT,81,0.4795,38.8395,0,0,-0.0077679
2025-11-16 23:15:17,Open long,USDT,AAVEUSDT,0.1,171,17.1,0,0,-0.00342
2025-11-16 23:10:09,Close long,USDT,AAVEUSDT,0.1,169.59,16.959,-0.172,-0.1821754,-0.0101754
2025-11-16 23:08:47,Close long,USDT,ADAUSDT,79,0.476,37.604,-0.2765,-0.2990624,-0.0225624
2025-11-16 23:08:06,Open long,USDT,BTCUSDT,0.0001,93082.9,9.30829,0,0,-0.001861658
2025-11-16 22:15:29,Open long,USDT,ADAUSDT,79,0.4795,37.8805,0,0,-0.0075761
2025-11-16 22:07:30,Close long,USDT,ADAUSDT,85,0.4778,40.613,-0.2975,-0.3218678,-0.0243678
2025-11-16 22:07:30,Open long,USDT,AAVEUSDT,0.1,171.31,17.131,0,0,-0.0034262
2025-11-16 20:10:39,Close long,USDT,AAVEUSDT,0.1,173.78,17.378,0.224,0.2135732,-0.0104268
2025-11-16 19:39:56,Open long,USDT,AAVEUSDT,0.1,171.54,17.154,0,0,-0.0034308
2025-11-16 19:39:39,Open long,USDT,ADAUSDT,85,0.4813,40.9105,0,0,-0.0245463
2025-11-16 19:11:10,Close long,USDT,BTCUSDT,0.0001,95045.6,9.50456,0.06238,0.056677264,-0.005702736
2025-11-16 18:55:17,Close long,USDT,ADAUSDT,39,0.4764,18.5796,-0.1482,-0.15934776,-0.01114776
2025-11-16 18:55:17,Close long,USDT,ADAUSDT,45,0.4764,21.438,-0.171,-0.1838628,-0.0128628
2025-11-16 17:47:08,Open long,USDT,ADAUSDT,84,0.4802,40.3368,0,0,-0.02420208
2025-11-16 17:33:55,Close long,USDT,ADAUSDT,87,0.4797,41.7339,-0.3132,-0.33824034,-0.02504034
2025-11-16 17:01:08,Close long,USDT,AAVEUSDT,0.1,172.57,17.257,-0.1765,-0.1868542,-0.0103542
2025-11-16 16:58:31,Open long,USDT,ADAUSDT,87,0.4833,42.0471,0,0,-0.00840942
2025-11-16 16:57:15,Close long,USDT,AAVEUSDT,0.1,173.28,17.328,-0.1055,-0.1158968,-0.0103968
2025-11-16 16:57:14,Open long,USDT,BTCUSDT,0.0001,94421.8,9.44218,0,0,-0.001888436
2025-11-16 16:54:29,Open long,USDT,AAVEUSDT,0.1,173.64,17.364,0,0,-0.0034728
2025-11-16 16:51:11,Open long,USDT,AAVEUSDT,0.1,175.03,17.503,0,0,-0.0035006
2025-11-16 15:41:19,Close long,USDT,AAVEUSDT,0.1,177.55,17.755,0.068,0.057347,-0.010653
